file,Energy_mean,Energy_std,ZCR_mean,ZCR_std,Spectral_centroid_mean,Spectral_centroid_std,Spectral_flux_mean,F0_mean,F0_std,F0_range,Voiced_ratio,MFCC_C0_mean,MFCC_C0_std,MFCC_C1_mean,MFCC_C1_std,MFCC_C2_mean,MFCC_C2_std,MFCC_C3_mean,MFCC_C3_std,MFCC_C4_mean,MFCC_C4_std,MFCC_C5_mean,MFCC_C5_std,MFCC_C6_mean,MFCC_C6_std,MFCC_C7_mean,MFCC_C7_std,MFCC_C8_mean,MFCC_C8_std,MFCC_C9_mean,MFCC_C9_std,MFCC_C10_mean,MFCC_C10_std,MFCC_C11_mean,MFCC_C11_std,MFCC_C12_mean,MFCC_C12_std,Delta_MFCC_C0_mean,Delta_MFCC_C0_std,Delta_MFCC_C1_mean,Delta_MFCC_C1_std,Delta_MFCC_C2_mean,Delta_MFCC_C2_std,Delta_MFCC_C3_mean,Delta_MFCC_C3_std,Delta_MFCC_C4_mean,Delta_MFCC_C4_std,Delta_MFCC_C5_mean,Delta_MFCC_C5_std
03-01-02-01-01-01-03_aug0.wav,0.0027617884,0.003397006,0.14501658979668675,0.12840242728394438,2785.857424481833,1765.9091321125484,0.18473582,106.15150176400329,21.341081186946038,90.15710053589078,0.6807228915662651,-637.9594,179.22998,69.66452,59.176815,1.8699894,25.080147,17.41317,24.78858,2.4546292,20.990154,5.549784,11.992263,-15.982368,19.825022,1.3115437,10.557102,-5.6887326,9.844358,-1.8106829,13.965727,0.22729234,10.346273,-0.960582,8.789564,-6.025036,9.818415,0.18175478,14.404342,0.21068288,7.7965093,0.12972493,4.7527857,0.08516569,4.462012,0.084089436,4.412461,0.075440735,2.4923813
03-01-02-01-01-01-03_aug1.wav,0.0063290745,0.0020855316,0.4292256918298193,0.09283409298016944,5201.972074239691,457.7020467494222,0.29209235,98.55853961451066,23.472127970180807,64.65296513783665,0.536144578313253,-305.16348,17.178316,8.040196,15.858048,5.529272,7.8942523,2.8357854,8.176499,1.148767,7.2959313,-0.32858193,4.123359,-1.332508,4.608954,-0.9410741,4.7328725,-0.83501464,4.4624686,-1.6461779,5.014446,-1.1080431,5.523818,-0.3221539,4.23214,-0.482335,4.0123115,0.033810984,2.706016,0.0020966127,2.5389497,-0.010295672,1.2012405,-0.032283515,1.7775217,-0.04882183,1.6279802,-0.035187844,0.8118483
03-01-02-01-01-01-03_aug2.wav,0.0017272445,0.0020601864,0.1682069935084541,0.12638945986611777,2882.9660090659195,1509.3721979047875,0.1960014,108.02763176138791,26.31769284008941,95.64303522886914,0.6473429951690821,-672.5095,184.02692,69.088936,54.982635,0.7101229,24.64357,19.213186,24.956951,1.9390615,20.672417,6.3744516,11.868997,-18.019794,20.28109,1.3378749,11.554875,-7.2569633,10.306896,-1.6899544,13.100048,-1.1922523,10.419033,0.24740198,8.65889,-6.6185207,9.8761015,0.24353676,12.330059,0.19256787,7.5340376,0.009635963,4.5439105,0.06918897,3.8987305,0.032835845,3.9111645,0.051487207,2.3627145
03-01-02-01-01-01-03_aug3.wav,0.0017927239,0.0020873577,0.18230833490210843,0.14630558527091386,3104.7541864631035,1560.0728301518207,0.18743046,127.04260495563969,23.174593971760498,93.46481135062288,0.6506024096385542,-661.939,184.76544,63.50786,52.069958,4.456414,25.108267,13.079964,24.340792,2.33436,18.252943,-3.5554957,13.988498,-14.386431,16.754257,1.8409749,11.0819235,-5.793941,13.090398,-0.30959487,11.829575,0.117153905,10.251322,-5.786671,10.73767,-0.6139088,7.970775,0.13216041,13.69985,0.17421223,7.484061,0.063694715,4.981605,0.06951194,4.697778,0.0361009,3.5357933,0.063434936,2.671253
03-01-02-01-01-01-04.wav,0.0027633025,0.003563101,0.24855897484756098,0.24880202345903674,2403.100920045072,1537.2994823056902,0.17940883,230.20441695876227,51.34726762230186,176.49136457866499,0.40853658536585363,-660.3489,173.66702,51.629906,52.813976,-10.654974,29.580046,3.7262273,21.462046,-10.333008,19.192871,-7.4556923,16.383715,-9.549084,15.4878235,-14.666878,15.556073,-10.906919,12.934334,-4.82825,10.977216,-4.085314,8.017641,-9.065867,10.805978,-4.635816,9.073232,0.049300402,15.426806,0.061567817,6.4648614,0.043815944,4.994046,0.02999718,4.4360833,0.020486157,3.1714776,0.00014169041,2.5578249
03-01-02-01-01-01-04_aug0.wav,0.0027625225,0.0035594355,0.21655571169969512,0.20704417355188098,2539.0964082323667,1754.2341651634101,0.17746833,230.2275644018998,51.37756292140827,176.49136457866499,0.40853658536585363,-661.4526,170.20207,56.28193,53.812,-13.216547,31.685555,8.284699,22.097347,-12.827562,21.383783,-3.2077098,14.652808,-12.076753,18.081112,-10.587235,12.861882,-13.137329,15.10713,-1.1009063,10.167308,-6.0778117,9.826338,-5.7536106,9.094495,-6.2950053,10.503358,0.076472774,15.000143,0.08698733,6.149965,0.074691854,5.0229907,0.045917623,4.5587745,0.044164483,3.2879236,0.014503845,2.4861948
03-01-02-01-01-01-04_aug1.wav,0.0063831676,0.0021746657,0.4213569455030488,0.10056519085236897,5227.445197166395,412.0195599447205,0.29341546,231.1791494673199,51.07022438822951,177.5137686526542,0.3475609756097561,-308.0694,12.936697,4.532088,11.743,2.294314,6.323223,0.9501192,6.579938,0.3060545,4.654635,-1.1791013,4.5836525,-2.6678038,5.936785,-3.1039445,5.9413524,-2.6085563,4.9780025,-1.0498112,5.078441,-1.0334562,4.150441,-1.7600204,3.867757,-1.3302199,3.701936,0.028291075,1.8365493,-0.02424703,1.8218808,0.018735996,0.92601985,0.035628557,1.3487316,0.0194883,0.91343164,0.012375595,0.83383095
03-01-02-01-01-01-04_aug2.wav,0.0019278405,0.0024839106,0.14161108993902438,0.1056387831558371,2450.056702280839,1528.2773978680727,0.15982056,229.0194233401556,50.3096156801353,177.5137686526542,0.4146341463414634,-684.60425,165.185,54.037415,52.539562,-13.924,29.471462,8.454361,21.957052,-12.999239,20.714468,-3.3342755,14.683177,-12.4074335,17.864471,-11.041542,12.93498,-13.44778,15.455476,-0.84177303,10.36137,-5.144605,9.872017,-5.13508,8.859203,-6.1529274,10.708631,0.0915441,12.294949,0.08962873,5.936347,0.028968615,4.7532864,0.018549832,4.146958,0.031062922,2.85469,0.015870927,2.2668068
03-01-02-01-01-01-04_aug3.wav,0.0019065207,0.0023590499,0.15814060118140244,0.11697795904246672,2665.4130633959544,1575.6760250497125,0.1837462,260.2549953737039,60.071480929246846,196.8879635429552,0.4329268292682927,-687.62427,177.63063,48.85347,48.325493,-13.7229395,30.493555,3.5028806,19.52843,-13.534877,20.602482,-6.2992525,18.504099,-13.8377,17.423529,-13.56922,14.477532,-7.383862,12.005125,-1.5173812,9.588548,-6.289253,10.684913,-6.561062,11.54014,-0.38519657,7.0667963,0.22061975,14.584414,0.17495239,5.739391,0.039384488,4.8957486,0.044115245,4.123164,0.03518379,2.7775393,0.008237676,3.0018024
03-01-02-01-01-01-05.wav,0.0011148276,0.0014790379,0.22826867816091953,0.1777489508891574,2681.687943078559,1421.101767871861,0.17648995,111.10509797888928,12.807647934689925,58.65174134805895,0.3620689655172414,-732.39154,155.90921,74.417595,68.89858,9.957227,20.771286,20.32336,23.753878,5.8946714,20.895245,1.833076,17.950357,-0.58052415,14.482039,-0.18544424,12.841009,1.4413655,10.117653,3.139661,9.926982,3.4028313,12.354803,3.802841,8.103503,-1.428909,8.927328,-0.009580766,14.064558,-0.0065692156,9.382649,0.0005021808,4.2910047,0.005064038,4.141899,0.0037824917,4.178861,-0.005320604,3.7481217
03-01-02-01-01-01-05_aug0.wav,0.0011170625,0.0014782354,0.15812174479166666,0.1079816857112471,3004.628990548251,1731.5193109005372,0.19357452,111.10509797888928,12.807647934689925,58.65174134805895,0.3620689655172414,-728.82983,149.69087,76.21698,68.311806,10.609706,21.593987,22.9524,25.749588,4.8298974,21.57782,4.5602994,17.4843,-2.3201902,17.042011,2.5073,11.800295,-0.58774245,11.578507,5.485598,8.892139,1.2633083,13.347216,5.5135155,7.4472084,-3.5387797,9.846376,-0.002747985,13.590809,0.007832932,9.138517,0.01632936,4.287979,-0.009467218,4.3399725,0.00931229,4.221964,-0.00067385036,3.7298448
03-01-02-01-01-01-05_aug1.wav,0.005244626,0.0006254843,0.4711212508979885,0.04555072325026931,5394.508795062329,206.0919117835971,0.29272357,72.74184003581622,7.271179872891592,23.42676702285496,0.1206896551724138,-313.52744,8.78269,1.7377334,8.984383,3.384084,5.6835628,2.1522772,4.921824,0.45301652,4.648899,0.042256795,3.953919,-0.20484777,2.9723816,-0.5510509,3.4621603,-0.84060127,3.5225542,-0.7566389,3.4133708,-0.36600864,3.5379155,-0.23941709,3.462126,-0.19661272,3.2273269,0.08412986,1.5397469,-0.0080354735,1.7359995,0.008359167,0.9897465,0.004199661,0.89539397,0.0010958404,0.9425594,-0.006290814,0.7461844
03-01-02-01-01-01-05_aug2.wav,0.000747397,0.00091978576,0.10236952039930555,0.07609269215853771,2804.7004469440435,1452.823817973154,0.21114334,112.833037837522,11.920589027686257,53.78882746059419,0.35185185185185186,-755.59534,148.21568,75.35341,65.688416,8.458365,20.4499,25.349876,25.420135,2.897525,21.564796,5.8555703,17.463224,-4.666904,16.950212,2.7422848,12.831887,-1.3036183,10.996637,5.528551,9.94125,0.6309278,13.123356,5.620255,7.9981575,-4.0407977,10.137432,-0.09363203,11.330239,-0.018868057,8.305054,-0.0193281,3.790843,-0.011377893,4.0234766,-0.04387806,3.7378197,-0.0073235123,3.3450863
03-01-02-01-01-01-05_aug3.wav,0.0007675388,0.00097522803,0.11463384518678162,0.07975917963919078,2935.206967093764,1463.515766246999,0.22986995,126.17392947656832,13.232807385633953,48.528524068491535,0.3563218390804598,-750.79987,153.95975,72.35526,64.05913,10.960122,23.468437,20.366573,22.747976,1.2244858,20.470972,1.6620417,18.80954,-2.267568,16.997074,2.9936292,11.623123,2.8369973,11.393701,4.7420955,12.538092,3.1911845,8.998584,1.5454398,7.772834,-2.19919,9.3735895,-0.2720214,12.730498,-0.018386051,8.942563,0.013969114,4.8220243,0.013856431,4.0566115,-0.02019685,3.9651887,-0.0059459414,3.7572272
03-01-02-01-01-01-06.wav,0.00085902284,0.0011663164,0.23669573904454022,0.23926720561202663,3130.0265859667543,1521.3568938054404,0.19705969,200.7683670157746,22.48135249143205,87.44877099575623,0.5747126436781609,-727.5514,146.1332,46.937637,43.320396,-3.4761481,24.454634,9.773693,20.207672,4.917169,17.656618,-9.099193,16.448399,-16.531698,14.7817955,-8.444363,9.023507,-2.7294116,10.310351,-0.73227465,8.738065,-6.269356,7.581506,-5.909163,6.3166294,-6.685888,7.887852,0.02848132,13.536999,0.05632028,5.9785,0.015927281,4.937067,0.010422789,4.07585,0.016289448,2.763985,0.005972347,2.8407028
03-01-02-01-01-01-06_aug0.wav,0.0008528649,0.0011488061,0.17271405801005746,0.1643512325341295,3222.9012483077195,1758.9286744096103,0.20906942,202.84808232820774,24.841285567137792,96.41232446608501,0.4827586206896552,-725.35614,138.2628,51.9582,41.9177,-3.2177777,26.79394,15.401371,20.697247,3.5125859,20.091742,-3.6472642,14.83871,-18.477558,19.806784,-3.5098772,8.682837,-5.1328216,13.238314,3.6284661,7.994242,-8.8652725,9.766222,-2.272589,5.0536885,-9.057698,10.064217,0.051640127,12.9561405,0.035425823,5.7876883,0.02311825,5.072821,0.0040747873,4.1202135,0.0023757233,2.9384806,-0.011295987,2.7672946
03-01-02-01-01-01-06_aug1.wav,0.0051803803,0.00044186274,0.48193920617816094,0.042255504601956935,5463.76090338322,131.02203143010988,0.29365978,76.1681594818702,10.540270811943422,28.70906149993658,0.10919540229885058,-315.41547,4.94447,-1.8398811,5.1110806,1.4728428,3.6651945,0.750968,3.1394444,0.2552484,2.981155,0.08436361,3.2123845,-0.8137804,2.6924965,-0.9215145,3.4686573,-1.396865,3.5247908,-0.81188244,3.2829232,-0.9062835,3.1336038,-1.0482053,2.7473843,-1.2715571,3.1060903,0.055888873,0.7291815,0.010040525,0.92827463,0.035263363,0.60253507,-0.011717486,0.55403024,0.007618498,0.52742684,0.06271721,0.54865754
03-01-02-01-01-01-06_aug2.wav,0.00051006355,0.0006031357,0.18129475911458334,0.1534683460493603,3259.1836809683805,1375.153819950945,0.24717946,202.99586709075416,21.652786947358575,82.59199673471366,0.5972222222222222,-742.42926,121.85815,48.812557,41.040375,-6.622387,23.743233,15.679165,20.740505,0.81312025,18.196793,-4.093408,15.390847,-20.499092,17.508114,-3.3836405,9.0175705,-5.608792,12.835951,3.8577418,8.152035,-8.86615,9.227837,-2.2242754,6.17404,-8.429885,9.797481,-0.004624826,10.757149,0.078762725,5.5765724,-0.0028228792,4.48707,0.03988855,3.5967388,-0.018287452,2.4043646,0.005224431,2.6636753
03-01-02-01-01-01-06_aug3.wav,0.0006178008,0.0008261635,0.18754489942528735,0.16372583703842308,3384.2844361411903,1443.9107392284739,0.22781186,227.72437624880052,26.34052957708026,97.0737963730497,0.603448275862069,-739.2057,121.90719,43.12181,39.44418,-3.3005447,25.479046,11.724547,18.721607,-1.1071643,18.056692,-13.323478,18.622383,-15.448849,13.926768,-1.9243704,9.163032,-1.4143722,13.012927,-3.3834817,6.1263313,-8.862525,9.401482,-4.476396,7.9960175,-2.854147,8.94014,0.04377185,11.121176,0.066513695,5.5380774,-0.034658074,5.069669,0.036243152,4.0186152,0.006834469,2.687394,0.024496846,2.976429
03-01-02-01-01-01-07.wav,0.0017902569,0.0024553705,0.20270833333333332,0.18860442846211153,2581.605149339388,1568.3608142324729,0.17993735,109.01519505893354,22.97795844264321,67.77049006231789,0.52,-692.48737,166.00446,77.656525,62.9046,7.499141,21.4427,12.848807,20.917759,14.525522,19.647327,-2.3226483,18.18466,-4.504285,14.578736,-6.7670045,15.23555,3.3824642,7.3661056,-2.1162531,10.0048065,-2.821018,7.4507422,2.5469751,8.847433,2.9055288,7.1353893,0.38871664,12.490685,0.38481027,7.161209,0.13845526,4.0106955,0.059125282,4.2127595,0.07492532,3.9854667,0.093400195,3.3213909
03-01-02-01-01-01-07_aug0.wav,0.0017904558,0.0024544834,0.16130533854166668,0.13006748326747655,2572.2689450432704,1704.2551232533738,0.18100771,109.14042020110715,23.009466341633058,67.77049006231789,0.52,-692.79456,161.02232,81.254166,64.46478,4.6117473,23.546947,17.476185,22.422232,11.159058,19.218616,2.079971,16.050844,-8.145516,17.764696,-2.5222538,13.101608,-0.10747396,8.174693,1.5744972,8.728166,-6.1342,9.407863,5.8222647,9.11152,-0.20750168,8.2171545,0.42198914,12.059408,0.35963362,7.1442924,0.15217014,4.0975,0.04005534,4.268667,0.07084751,4.0661306,0.083310306,3.2009406
03-01-02-01-01-01-07_aug1.wav,0.0056867115,0.0013292747,0.450439453125,0.069189453125,5307.200580835975,326.19559671685283,0.2910282,110.40887427418453,23.659645819118598,83.7147533359224,0.42,-310.4353,12.035967,4.157633,12.116424,4.083361,6.6389723,2.5991898,6.1676435,1.0578905,6.456187,-0.30070943,4.8970857,-1.5633477,4.851034,-1.6481103,4.527729,-1.0134263,3.7601318,-0.5493577,3.8600123,0.06867961,5.052112,0.43754914,5.0920835,0.19476599,3.8272862,0.046418764,1.8743697,-0.017327448,1.8726712,0.029581076,0.89892244,0.01246653,1.2195804,0.018150896,1.3219346,0.013888788,0.9717906
03-01-02-01-01-01-07_aug2.wav,0.0012512079,0.0017706491,0.12240714822860962,0.09551938360690411,2632.8356804270647,1529.988599342207,0.16063333,105.87748830174452,24.411649592415962,84.85803691783383,0.6096256684491979,-717.3319,155.72205,78.18088,61.554543,3.2709544,22.075579,17.456942,21.907194,10.086565,18.83767,2.1118565,15.805081,-9.324722,18.262354,-2.813736,12.868093,-0.006488943,7.7186594,1.4488477,9.116652,-5.9037747,10.053832,5.3227997,9.122135,-0.8637617,8.344187,0.26523823,10.016489,0.24574508,6.7558184,0.08377308,3.9799461,0.05071382,3.9079416,0.04294176,3.5914307,0.046253245,3.0207212
03-01-02-01-01-01-07_aug3.wav,0.0012415278,0.0016349055,0.12716471354166667,0.08806573298217067,2843.538862473666,1570.2676090336677,0.1959865,117.56970623062149,29.327960247801673,103.2597265885064,0.6066666666666667,-718.1692,166.37355,76.25499,58.586018,3.340387,24.052607,17.07474,22.40987,7.0238304,17.827284,-4.2130003,16.903471,-8.888126,18.577497,-0.6321439,9.453758,2.8262696,9.669793,-2.7291331,8.303207,-0.0760287,9.506117,4.7807493,6.226651,-4.3419476,10.098811,0.4651587,11.753454,0.32529685,6.488172,0.04758331,4.479008,0.048747465,4.5073185,0.016009241,3.6701634,0.04064949,2.7366414
03-01-02-01-01-01-08.wav,0.0017258065,0.0021253056,0.16586851462339744,0.10565675127546977,2521.01556118239,1341.5733234506297,0.19269322,186.0306746343428,49.86254210781804,199.25911661291602,0.42948717948717946,-706.92096,163.0737,71.82814,52.138294,13.182999,31.148104,21.664398,25.23182,9.262008,18.572573,3.4476933,17.608425,5.841771,14.58442,-7.0406017,18.456953,-0.3327463,14.7874365,-1.686503,14.010378,1.5555145,9.626783,-5.310212,12.844839,0.22430518,7.4582496,-0.022406945,12.315699,-0.028185869,6.134015,-0.022795945,5.503006,-0.027727213,4.932055,-0.041376848,2.942704,-0.049893577,2.5553875
03-01-02-01-01-01-08_aug0.wav,0.0017241499,0.002126508,0.14015862880608973,0.0840808101917215,2725.3126077525544,1291.587344920339,0.20055011,199.96863798298543,29.523493051727037,145.40055220490967,0.38461538461538464,-706.34955,157.13689,74.51326,53.74208,9.129687,33.094227,24.980255,26.230688,5.136287,21.83829,7.45746,14.435223,1.5324198,16.945148,-3.0732398,15.133223,-4.432902,17.259352,2.0715272,11.836885,-2.2398589,10.666521,-1.7945756,10.74221,-2.8608785,9.324955,-0.020971054,11.946062,-0.04609064,6.060864,0.0130095845,5.395805,-0.017394103,4.874195,-0.010078993,2.9501772,-0.059423484,2.478738
03-01-02-01-01-01-08_aug1.wav,0.0055752657,0.00099564,0.4491874499198718,0.06961765398236497,5354.465212592524,257.32084431089766,0.2914595,144.59097122062937,56.03852776151374,138.6786144019384,0.3141025641025641,-312.4222,10.444629,2.1026416,9.818684,3.3196876,6.1703362,2.0817049,5.758142,0.6566196,3.9729757,-0.5160884,3.246208,-1.1187932,3.2162836,-1.4121209,3.852132,-0.70338076,4.4914155,-0.65385187,4.324113,-1.2269118,4.033593,-1.9329482,3.947379,-1.4691615,3.4634845,-0.044384163,1.4660047,-0.03467783,1.2991,0.0039974544,0.81458724,-0.013875809,1.1059755,-0.04982516,0.7590772,-0.021098094,0.62883544
03-01-02-01-01-01-08_aug2.wav,0.0010717098,0.0013012183,0.0805638893363402,0.06618070494120526,2654.636740880881,1154.5465882893836,0.20613727,201.89591901179048,28.432020139874087,147.09002524112114,0.3865979381443299,-734.41895,155.036,74.25757,51.122616,6.304758,29.893787,25.41885,25.682613,1.7212274,20.72058,7.212313,14.522642,-0.84596235,16.463068,-3.3260813,15.214899,-5.929215,17.62501,2.4762595,11.917852,-3.0006123,10.587541,-1.6055021,11.464484,-3.5362146,9.202306,-0.10135407,9.951224,-0.030215332,5.6537294,-0.010026263,4.7807927,-0.029138172,4.1767735,-0.010067458,2.6203566,-0.024877843,2.2407925
